SALE_YEAR,NBHD_ID,SALE_PRICE
2020,37,1036919.09
2020,39,606714.33
2020,41,504095.34
2020,42,787545.46
2020,43,349648.65
2020,44,432501.90
2020,45,395883.40
2020,46,635026.73
2020,48,547619.95
2020,49,449249.05
2020,50,440250.97
2020,51,656443.19
2020,52,532597.03
2020,53,559994.66
2020,54,355541.13
2020,55,538485.65
2020,56,653201.54
2020,57,726857.66
2020,58,615983.63
2020,59,732342.64
2020,60,647069.13
2020,62,566992.14
2020,64,607856.55
2020,65,517259.31
2020,66,867783.97
2020,67,357125.04
2020,68,371048.84
2020,69,512753.28
2020,70,979003.15
2020,71,734930.43
2020,72,593528.69
2020,73,690745.97
2020,74,552105.44
2020,75,669537.60
2020,76,329119.92
2020,77,611154.95
